2018-11-14 16:50:41 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 18:52:12 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 18:52:12 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 18:52:12 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 18:52:12 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 18:52:12 | INFO     | Suche Medium in /run/media/anke
2018-11-14 18:52:12 | INFO     | Suche in Endless Trash
2018-11-14 18:52:12 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 18:52:12 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 18:52:13 | INFO     | Suche Medium in /run/media/anke
2018-11-14 18:52:13 | INFO     | Suche in Endless Trash
2018-11-14 18:52:13 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 18:52:13 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 18:53:34 | DEBUG    | Application version: 0.5
2018-11-14 18:53:34 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 18:53:34 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 18:53:34 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 18:53:34 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 18:53:34 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 18:53:34 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 18:53:34 | INFO     | Suche Medium in /run/media/anke
2018-11-14 18:53:34 | INFO     | Suche in Endless Trash
2018-11-14 18:53:34 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 18:53:34 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 18:53:34 | INFO     | Suche Medium in /run/media/anke
2018-11-14 18:53:34 | INFO     | Suche in Endless Trash
2018-11-14 18:53:34 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 18:53:35 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 18:53:44 | DEBUG    | Application version: 0.5
2018-11-14 18:53:44 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 18:53:44 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 18:53:44 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 18:53:44 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 18:53:44 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 18:53:44 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 18:56:29 | DEBUG    | Application version: 0.5
2018-11-14 18:56:29 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 18:56:29 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 18:56:29 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 18:56:29 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 18:56:29 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 18:56:29 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 18:56:29 | INFO     | Suche Medium in /run/media/anke
2018-11-14 18:56:29 | INFO     | Suche in Endless Trash
2018-11-14 18:56:29 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 18:56:30 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 18:56:30 | INFO     | Suche Medium in /run/media/anke
2018-11-14 18:56:30 | INFO     | Suche in Endless Trash
2018-11-14 18:56:30 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 18:56:30 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 18:57:27 | DEBUG    | Application version: 0.5
2018-11-14 18:57:27 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 18:57:27 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 18:57:27 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 18:57:27 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 18:57:27 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 18:57:27 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 18:57:28 | INFO     | Suche Medium in /run/media/anke
2018-11-14 18:57:28 | INFO     | Suche in Endless Trash
2018-11-14 18:57:28 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 18:57:28 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 18:57:28 | INFO     | Suche Medium in /run/media/anke
2018-11-14 18:57:28 | INFO     | Suche in Endless Trash
2018-11-14 18:57:28 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 18:57:28 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:06:05 | DEBUG    | Application version: 0.5
2018-11-14 19:06:05 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:06:05 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:06:05 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:06:05 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:06:05 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:06:05 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:06:46 | DEBUG    | Application version: 0.5
2018-11-14 19:06:46 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:06:46 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:06:46 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:06:46 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:06:46 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:06:46 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:07:06 | DEBUG    | Application version: 0.5
2018-11-14 19:07:06 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:07:06 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:07:06 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:07:06 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:07:06 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:07:06 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:07:58 | DEBUG    | Application version: 0.5
2018-11-14 19:07:58 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:07:58 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:07:58 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:07:58 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:07:58 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:07:58 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:08:29 | DEBUG    | Application version: 0.5
2018-11-14 19:08:29 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:08:29 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:08:29 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:08:29 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:08:29 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:08:29 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:12:19 | DEBUG    | Application version: 0.5
2018-11-14 19:12:19 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:12:19 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:12:19 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:12:19 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:12:19 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:12:19 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:12:30 | DEBUG    | Application version: 0.5
2018-11-14 19:12:30 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:12:30 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:12:30 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:12:30 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:12:30 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:12:30 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:13:49 | DEBUG    | Application version: 0.5
2018-11-14 19:13:49 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:13:49 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:13:49 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:13:49 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:13:49 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:13:49 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:16:19 | DEBUG    | Application version: 0.5
2018-11-14 19:16:19 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:16:19 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:16:19 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:16:19 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:16:19 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:16:19 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:19:00 | DEBUG    | Application version: 0.5
2018-11-14 19:19:00 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:19:00 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:19:00 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:19:00 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:19:00 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:19:00 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:19:46 | DEBUG    | Application version: 0.5
2018-11-14 19:19:46 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:19:46 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:19:46 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:19:46 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:19:46 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:19:46 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:19:46 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:19:46 | INFO     | Suche in Endless Trash
2018-11-14 19:19:46 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:19:46 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:19:46 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:19:46 | INFO     | Suche in Endless Trash
2018-11-14 19:19:46 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:19:47 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:22:07 | DEBUG    | Application version: 0.5
2018-11-14 19:22:07 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:22:07 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:22:07 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:22:07 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:22:07 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:22:07 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:22:07 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:22:07 | INFO     | Suche in Endless Trash
2018-11-14 19:22:07 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:22:07 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:22:08 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:22:08 | INFO     | Suche in Endless Trash
2018-11-14 19:22:08 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:22:08 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:23:24 | DEBUG    | Application version: 0.5
2018-11-14 19:23:24 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:23:24 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:23:24 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:23:24 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:23:24 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:23:24 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:23:25 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:23:25 | INFO     | Suche in Endless Trash
2018-11-14 19:23:25 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:23:25 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:23:25 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:23:25 | INFO     | Suche in Endless Trash
2018-11-14 19:23:25 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:23:25 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:23:49 | DEBUG    | Application version: 0.5
2018-11-14 19:23:49 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:23:49 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:23:49 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:23:49 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:23:49 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:23:49 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:23:50 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:23:50 | INFO     | Suche in Endless Trash
2018-11-14 19:23:50 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:23:50 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:23:50 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:23:50 | INFO     | Suche in Endless Trash
2018-11-14 19:23:50 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:23:50 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:24:19 | DEBUG    | Application version: 0.5
2018-11-14 19:24:19 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:24:19 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:24:19 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:24:19 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:24:19 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:24:19 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:24:19 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:24:19 | INFO     | Suche in Endless Trash
2018-11-14 19:24:19 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:24:19 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:24:20 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:24:20 | INFO     | Suche in Endless Trash
2018-11-14 19:24:20 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:24:20 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:24:46 | DEBUG    | Application version: 0.5
2018-11-14 19:24:46 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:24:46 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:24:46 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:24:46 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:24:46 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:24:46 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:24:46 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:24:46 | INFO     | Suche in Endless Trash
2018-11-14 19:24:47 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:24:47 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:24:47 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:24:47 | INFO     | Suche in Endless Trash
2018-11-14 19:24:47 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:24:47 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:27:13 | DEBUG    | Application version: 0.5
2018-11-14 19:27:13 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:27:13 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:27:13 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:27:13 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:27:13 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:27:13 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:27:13 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:27:13 | INFO     | Suche in Endless Trash
2018-11-14 19:27:14 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:27:14 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:27:14 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:27:14 | INFO     | Suche in Endless Trash
2018-11-14 19:27:14 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:27:14 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:28:35 | DEBUG    | Application version: 0.5
2018-11-14 19:28:35 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:28:35 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:28:35 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:28:35 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:28:35 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:28:35 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:28:36 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:28:36 | INFO     | Suche in Endless Trash
2018-11-14 19:28:36 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:28:36 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:28:36 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:28:36 | INFO     | Suche in Endless Trash
2018-11-14 19:28:36 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:28:36 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:29:30 | DEBUG    | Application version: 0.5
2018-11-14 19:29:30 | DEBUG    | GTK+ version: 3.24.1
2018-11-14 19:29:30 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-14 19:29:30 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:29:30 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:29:30 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-14 19:29:30 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-14 19:29:30 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:29:30 | INFO     | Suche in Endless Trash
2018-11-14 19:29:30 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:29:30 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-14 19:29:30 | INFO     | Suche Medium in /run/media/anke
2018-11-14 19:29:30 | INFO     | Suche in Endless Trash
2018-11-14 19:29:30 | INFO     | Gerät wird nicht unterstützt.
2018-11-14 19:29:31 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:47:52 | DEBUG    | Application version: 0.5
2018-11-15 08:47:52 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 08:47:52 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 08:47:52 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:47:52 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:47:52 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:47:52 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 08:47:53 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:47:53 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:47:53 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:47:54 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:47:54 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:47:54 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:47:54 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:47:54 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:49:28 | DEBUG    | Application version: 0.5
2018-11-15 08:49:28 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 08:49:28 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 08:49:28 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:49:28 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:49:28 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:49:28 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 08:49:28 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:49:28 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:49:28 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:49:28 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:49:28 | INFO     | Application terminated on window close button. Bye.
2018-11-15 08:49:29 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:49:29 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:49:29 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:49:29 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:51:00 | DEBUG    | Application version: 0.5
2018-11-15 08:51:00 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 08:51:00 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 08:51:00 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:51:00 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:51:00 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:51:00 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 08:51:00 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:51:00 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:51:00 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:51:00 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:51:01 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:51:01 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:51:01 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:51:01 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:51:01 | INFO     | Application terminated on window close button. Bye.
2018-11-15 08:51:13 | DEBUG    | Application version: 0.5
2018-11-15 08:51:13 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 08:51:13 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 08:51:13 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:51:13 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:51:13 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:51:13 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 08:51:13 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:51:13 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:51:13 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:51:13 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:51:13 | INFO     | Application terminated on window close button. Bye.
2018-11-15 08:53:00 | DEBUG    | Application version: 0.5
2018-11-15 08:53:00 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 08:53:00 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 08:53:00 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:53:00 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:53:00 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:53:00 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 08:53:11 | DEBUG    | Application version: 0.5
2018-11-15 08:53:11 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 08:53:11 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 08:53:11 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:53:11 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:53:11 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
2018-11-15 08:53:11 | INFO     | Arbeitsverzeichnis: /home/anke/Actioncam
2018-11-15 08:53:11 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:53:11 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:53:11 | INFO     | Suche Medium in /run/media/anke
2018-11-15 08:53:12 | INFO     | Wechsele ins Verzeichnis /home/anke/Actioncam
2018-11-15 08:53:16 | INFO     | Application terminated on window close button. Bye.
2018-11-15 08:53:41 | DEBUG    | Application version: 0.5
2018-11-15 08:53:41 | DEBUG    | GTK+ version: 3.24.1
2018-11-15 08:53:41 | DEBUG    | Application executed from /home/anke/Git/gpt
2018-11-15 08:53:41 | DEBUG    | Nachricht konnte nicht in der Statusbar eingeblendet werden.
